pop_id,lcname,idtype,ID,secorcamp,author,cadence,fluxamplitude
73,TIC-14334105-43-FFI-10min,TIC,14334105,43,FFI,10min,0.008491983553037485
73,TIC-14334105-44-FFI-10min,TIC,14334105,44,FFI,10min,0.008871586200650317
73,TIC-14334105-70-FFI-200s,TIC,14334105,70,FFI,200s,0.014054394251067803
73,TIC-14334105-71-FFI-200s,TIC,14334105,71,FFI,200s,0.013732411734519334
73,EPIC-211057712-4-EVEREST-1800,EPIC,211057712,4,EVEREST,1800,0.028785638078081877
74,TIC-353927317-42-SPOC-120,TIC,353927317,42,SPOC,120,0.14884205460548394
74,TIC-353927317-43-SPOC-120,TIC,353927317,43,SPOC,120,0.1265447020530701
74,TIC-353927317-44-SPOC-120,TIC,353927317,44,SPOC,120,0.1207168281078339
74,TIC-353927317-70-FFI-200s,TIC,353927317,70,FFI,200s,0.017060697026145877
74,TIC-353927317-71-FFI-200s,TIC,353927317,71,FFI,200s,0.021556269633989045
74,EPIC-211070495-4-EVEREST-1800,EPIC,211070495,4,EVEREST,1800,0.0647346558000752
75,TIC-165184400-3-FFI-30min,TIC,165184400,3,FFI,30min,0.011843338136502402
75,TIC-165184400-4-SPOC-120,TIC,165184400,4,SPOC,120,0.03291976451873779
75,TIC-165184400-30-SPOC-120,TIC,165184400,30,SPOC,120,0.04446091651916495
75,TIC-165184400-31-SPOC-120,TIC,165184400,31,SPOC,120,0.04202643632888803
75,TIC-165184400-97-FFI-200s,TIC,165184400,97,FFI,200s,0.010362476049600056
76,TIC-465268712-10-FFI-30min,TIC,465268712,10,FFI,30min,0.006480387233839036
76,TIC-465268712-11-FFI-30min,TIC,465268712,11,FFI,30min,0.0057871861095680766
76,TIC-465268712-37-FFI-10min,TIC,465268712,37,FFI,10min,0.011332356914632968
76,TIC-465268712-38-FFI-10min,TIC,465268712,38,FFI,10min,0.01185042999446606
76,TIC-465268712-64-FFI-200s,TIC,465268712,64,FFI,200s,0.015899113032730394
76,TIC-465268712-65-FFI-200s,TIC,465268712,65,FFI,200s,0.014546019115232567
76,TIC-465268712-90-FFI-200s,TIC,465268712,90,FFI,200s,0.01383235148788986
77,TIC-370829038-9-FFI-30min,TIC,370829038,9,FFI,30min,0.0638674588331185
77,TIC-370829038-10-FFI-30min,TIC,370829038,10,FFI,30min,0.0672001250596006
77,TIC-370829038-11-FFI-30min,TIC,370829038,11,FFI,30min,0.05538062551863465
77,TIC-370829038-36-FFI-10min,TIC,370829038,36,FFI,10min,0.052516558515529055
77,TIC-370829038-37-FFI-10min,TIC,370829038,37,FFI,10min,6.632455241087904
77,TIC-370829038-38-FFI-10min,TIC,370829038,38,FFI,10min,0.04710142897075842
77,TIC-370829038-63-FFI-200s,TIC,370829038,63,FFI,200s,0.061035849844009116
77,TIC-370829038-64-FFI-200s,TIC,370829038,64,FFI,200s,0.05405135881820966
77,TIC-370829038-65-FFI-200s,TIC,370829038,65,FFI,200s,7.765166195554832
77,TIC-370829038-90-SPOC-120,TIC,370829038,90,SPOC,120,0.09631652235984789
78,TIC-342456426-8-FFI-30min,TIC,342456426,8,FFI,30min,0.017196577701615312
78,TIC-342456426-9-FFI-30min,TIC,342456426,9,FFI,30min,0.01845363850203674
78,TIC-342456426-10-FFI-30min,TIC,342456426,10,FFI,30min,0.019629265764042336
78,TIC-342456426-34-FFI-10min,TIC,342456426,34,FFI,10min,0.018966567011593827
78,TIC-342456426-35-FFI-10min,TIC,342456426,35,FFI,10min,0.023011545523787147
78,TIC-342456426-36-FFI-10min,TIC,342456426,36,FFI,10min,0.02145288865240569
78,TIC-342456426-61-SPOC-120,TIC,342456426,61,SPOC,120,0.050872623920440674
78,TIC-342456426-62-SPOC-120,TIC,342456426,62,SPOC,120,0.050070452690124556
78,TIC-342456426-63-SPOC-120,TIC,342456426,63,SPOC,120,0.05053560137748714
78,TIC-342456426-88-SPOC-120,TIC,342456426,88,SPOC,120,0.06435193419456486
78,TIC-342456426-89-SPOC-120,TIC,342456426,89,SPOC,120,0.061385273933410645
78,TIC-342456426-90-SPOC-120,TIC,342456426,90,SPOC,120,0.06395313143730164
79,TIC-92740519-8-FFI-30min,TIC,92740519,8,FFI,30min,0.034454008680905646
79,TIC-92740519-9-FFI-30min,TIC,92740519,9,FFI,30min,0.03427896020093457
79,TIC-92740519-35-FFI-10min,TIC,92740519,35,FFI,10min,0.02618938671072102
79,TIC-92740519-36-FFI-10min,TIC,92740519,36,FFI,10min,0.036584009563968345
79,TIC-92740519-61-FFI-200s,TIC,92740519,61,FFI,200s,0.027640287460500068
79,TIC-92740519-62-FFI-200s,TIC,92740519,62,FFI,200s,0.029050002213304005
79,TIC-92740519-88-FFI-200s,TIC,92740519,88,FFI,200s,8.087830713252073
79,TIC-92740519-89-SPOC-120,TIC,92740519,89,SPOC,120,0.03500672578811648
79,TIC-92740519-90-SPOC-120,TIC,92740519,90,SPOC,120,0.03548081517219548
80,TIC-353730181-43-SPOC-120,TIC,353730181,43,SPOC,120,0.06521707773208618
80,TIC-353730181-44-SPOC-120,TIC,353730181,44,SPOC,120,0.06286433935165403
80,TIC-353730181-70-SPOC-120,TIC,353730181,70,SPOC,120,0.043034493923187145
80,TIC-353730181-71-SPOC-120,TIC,353730181,71,SPOC,120,0.038962388038635165
81,TIC-368129164-23-SPOC-120,TIC,368129164,23,SPOC,120,0.01590750217437742
81,TIC-368129164-50-SPOC-120,TIC,368129164,50,SPOC,120,0.014394801855087236
81,TIC-368129164-77-SPOC-120,TIC,368129164,77,SPOC,120,0.013712209463119462
82,TIC-267953787-43-SPOC-120,TIC,267953787,43,SPOC,120,0.04880514144897474
82,TIC-267953787-44-SPOC-120,TIC,267953787,44,SPOC,120,0.05629397630691524
82,TIC-267953787-70-SPOC-120,TIC,267953787,70,SPOC,120,0.06426876783370972
82,TIC-267953787-71-SPOC-120,TIC,267953787,71,SPOC,120,0.060175794363021895
83,TIC-59836633-43-SPOC-120,TIC,59836633,43,SPOC,120,0.12021130323410034
83,TIC-59836633-44-SPOC-120,TIC,59836633,44,SPOC,120,0.11691714525222774
83,TIC-59836633-71-FFI-200s,TIC,59836633,71,FFI,200s,0.10523705942576822
84,TIC-2234692-19-SPOC-120,TIC,2234692,19,SPOC,120,0.06800985336303711
84,TIC-2234692-43-SPOC-120,TIC,2234692,43,SPOC,120,0.04642865061759949
84,TIC-2234692-44-SPOC-120,TIC,2234692,44,SPOC,120,0.07095746994018548
84,TIC-2234692-45-SPOC-120,TIC,2234692,45,SPOC,120,0.053247368335723855
84,TIC-2234692-59-FFI-200s,TIC,2234692,59,FFI,200s,0.038651057551977175
84,TIC-2234692-71-SPOC-120,TIC,2234692,71,SPOC,120,0.06706082820892334
84,TIC-2234692-73-SPOC-120,TIC,2234692,73,SPOC,120,0.08121958374977101
84,TIC-2234692-86-SPOC-120,TIC,2234692,86,SPOC,120,0.05050448179244993
85,TIC-332517282-2-SPOC-120,TIC,332517282,2,SPOC,120,0.05507872104644784
85,TIC-332517282-29-SPOC-120,TIC,332517282,29,SPOC,120,0.0917707085609436
85,TIC-332517282-69-SPOC-120,TIC,332517282,69,SPOC,120,0.05306831002235424
85,TIC-332517282-96-FFI-200s,TIC,332517282,96,FFI,200s,13.955633850264432
86,TIC-146539195-5-SPOC-120,TIC,146539195,5,SPOC,120,0.034502613544464045
86,TIC-146539195-32-SPOC-120,TIC,146539195,32,SPOC,120,0.0526991128921509
87,TIC-264599508-7-SPOC-120,TIC,264599508,7,SPOC,120,0.030073463916778564
87,TIC-264599508-33-SPOC-120,TIC,264599508,33,SPOC,120,0.05153548717498779
87,TIC-264599508-44-SPOC-120,TIC,264599508,44,SPOC,120,0.03319668769836426
87,TIC-264599508-45-SPOC-120,TIC,264599508,45,SPOC,120,0.032193911075592
87,TIC-264599508-46-SPOC-120,TIC,264599508,46,SPOC,120,0.035331451892852916
87,TIC-264599508-71-SPOC-120,TIC,264599508,71,SPOC,120,0.043250858783721924
87,TIC-264599508-72-SPOC-120,TIC,264599508,72,SPOC,120,0.04601987600326529
87,TIC-264599508-87-SPOC-120,TIC,264599508,87,SPOC,120,0.03622227907180786
88,TIC-50745567-6-SPOC-120,TIC,50745567,6,SPOC,120,0.023851895332336337
88,TIC-50745567-32-SPOC-120,TIC,50745567,32,SPOC,120,0.028907650709152244
89,TIC-38539720-31-SPOC-120,TIC,38539720,31,SPOC,120,0.09686371088027956
90,TIC-311092148-31-SPOC-120,TIC,311092148,31,SPOC,120,0.032797330617904685
91,TIC-68812630-43-SPOC-120,TIC,68812630,43,SPOC,120,0.06968060731887804
91,TIC-68812630-44-SPOC-120,TIC,68812630,44,SPOC,120,0.07163029909133911
91,TIC-68812630-71-SPOC-120,TIC,68812630,71,SPOC,120,0.07077554464340208
92,TIC-118449916-43-SPOC-120,TIC,118449916,43,SPOC,120,0.06511920690536499
92,TIC-118449916-44-SPOC-120,TIC,118449916,44,SPOC,120,0.0669185221195221
92,TIC-118449916-70-SPOC-120,TIC,118449916,70,SPOC,120,0.05500752925872798
92,TIC-118449916-71-SPOC-120,TIC,118449916,71,SPOC,120,0.056812405586242676
93,TIC-142173958-10-SPOC-120,TIC,142173958,10,SPOC,120,0.06107230186462409
93,TIC-142173958-37-SPOC-120,TIC,142173958,37,SPOC,120,0.04454803466796875
93,TIC-142173958-90-SPOC-120,TIC,142173958,90,SPOC,120,0.059785932302474976
94,TIC-193831684-13-SPOC-120,TIC,193831684,13,SPOC,120,0.08178248405456534
94,TIC-193831684-39-SPOC-120,TIC,193831684,39,SPOC,120,0.08550769090652466
94,TIC-193831684-66-SPOC-120,TIC,193831684,66,SPOC,120,0.08153812885284428
94,TIC-193831684-91-SPOC-120,TIC,193831684,91,SPOC,120,0.0726216733455659
94,TIC-193831684-92-SPOC-120,TIC,193831684,92,SPOC,120,0.07824328541755676
94,TIC-193831684-93-SPOC-120,TIC,193831684,93,SPOC,120,0.08517457842826848
95,TIC-38820496-1-SPOC-120,TIC,38820496,1,SPOC,120,0.023135769367218062
95,TIC-38820496-2-SPOC-120,TIC,38820496,2,SPOC,120,0.02497440576553356
95,TIC-38820496-27-SPOC-120,TIC,38820496,27,SPOC,120,0.03654195070266719
95,TIC-38820496-28-SPOC-120,TIC,38820496,28,SPOC,120,0.03158147335052486
95,TIC-38820496-67-FFI-200s,TIC,38820496,67,FFI,200s,1.35300625619519
95,TIC-38820496-68-SPOC-120,TIC,38820496,68,SPOC,120,0.06569467186927791
95,TIC-38820496-95-SPOC-120,TIC,38820496,95,SPOC,120,0.06852317452430723
95,TIC-38820496-96-SPOC-120,TIC,38820496,96,SPOC,120,0.06406677961349494
96,TIC-201898222-2-SPOC-120,TIC,201898222,2,SPOC,120,0.029237985610961803
96,TIC-201898222-3-SPOC-120,TIC,201898222,3,SPOC,120,0.019234830141067527
96,TIC-201898222-29-SPOC-120,TIC,201898222,29,SPOC,120,0.04841127395629874
96,TIC-201898222-30-SPOC-120,TIC,201898222,30,SPOC,120,0.033492046594619795
96,TIC-201898222-69-FFI-200s,TIC,201898222,69,FFI,200s,0.020552454567572043
96,TIC-201898222-96-SPOC-120,TIC,201898222,96,SPOC,120,0.07377105951309204
96,TIC-201898222-97-FFI-200s,TIC,201898222,97,FFI,200s,0.02840404033302757
97,TIC-201789285-2-SPOC-120,TIC,201789285,2,SPOC,120,0.08585847616195674
97,TIC-201789285-3-SPOC-120,TIC,201789285,3,SPOC,120,0.08421447277069083
97,TIC-201789285-29-SPOC-120,TIC,201789285,29,SPOC,120,0.07285618185997
97,TIC-201789285-30-SPOC-120,TIC,201789285,30,SPOC,120,0.07598422765731816
97,TIC-201789285-69-SPOC-120,TIC,201789285,69,SPOC,120,0.15221035480499268
97,TIC-201789285-96-SPOC-120,TIC,201789285,96,SPOC,120,0.07719925642013548
97,TIC-201789285-97-FFI-200s,TIC,201789285,97,FFI,200s,0.04013083253815486
98,TIC-144486786-5-SPOC-120,TIC,144486786,5,SPOC,120,0.02502297163009648
98,TIC-144486786-6-SPOC-120,TIC,144486786,6,SPOC,120,0.025524675846099854
98,TIC-144486786-32-SPOC-120,TIC,144486786,32,SPOC,120,0.05124081373214717
98,TIC-144486786-33-SPOC-120,TIC,144486786,33,SPOC,120,0.05226832628250122
98,TIC-144486786-87-SPOC-120,TIC,144486786,87,SPOC,120,0.029099643230438232
99,TIC-425937691-1-SPOC-120,TIC,425937691,1,SPOC,120,0.07661111354827888
99,TIC-425937691-2-SPOC-120,TIC,425937691,2,SPOC,120,0.07177562713623054
99,TIC-425937691-28-SPOC-120,TIC,425937691,28,SPOC,120,0.07061398029327404
99,TIC-425937691-29-FFI-10min,TIC,425937691,29,FFI,10min,5.6956559945401795
99,TIC-425937691-68-SPOC-120,TIC,425937691,68,SPOC,120,0.07010018825530995
99,TIC-425937691-69-SPOC-120,TIC,425937691,69,SPOC,120,0.06647963523864753
99,TIC-425937691-95-SPOC-120,TIC,425937691,95,SPOC,120,0.07118901014328005
99,TIC-425937691-96-SPOC-120,TIC,425937691,96,SPOC,120,0.06847373247146604
100,TIC-425933644-1-SPOC-120,TIC,425933644,1,SPOC,120,0.05329245328903198
100,TIC-425933644-2-SPOC-120,TIC,425933644,2,SPOC,120,0.04608440399169922
100,TIC-425933644-28-SPOC-120,TIC,425933644,28,SPOC,120,0.048670506477355935
100,TIC-425933644-29-SPOC-120,TIC,425933644,29,SPOC,120,0.04857337474822998
100,TIC-425933644-68-SPOC-120,TIC,425933644,68,SPOC,120,0.042256683111190796
100,TIC-425933644-69-SPOC-120,TIC,425933644,69,SPOC,120,0.05063084959983821
100,TIC-425933644-95-SPOC-120,TIC,425933644,95,SPOC,120,0.03907318711280827
100,TIC-425933644-96-SPOC-120,TIC,425933644,96,SPOC,120,0.036179023981094294
101,TIC-206544316-1-SPOC-120,TIC,206544316,1,SPOC,120,0.07833560705184939
101,TIC-206544316-2-SPOC-120,TIC,206544316,2,SPOC,120,0.07443780899047847
101,TIC-206544316-28-SPOC-120,TIC,206544316,28,SPOC,120,0.06906862854957585
101,TIC-206544316-29-SPOC-120,TIC,206544316,29,SPOC,120,0.06539676189422605
101,TIC-206544316-68-SPOC-120,TIC,206544316,68,SPOC,120,0.09097651243209848
101,TIC-206544316-69-SPOC-120,TIC,206544316,69,SPOC,120,0.09128217697143548
101,TIC-206544316-95-SPOC-120,TIC,206544316,95,SPOC,120,0.14795857667922974
101,TIC-206544316-96-SPOC-120,TIC,206544316,96,SPOC,120,0.1435277938842774
102,TIC-178155030-3-SPOC-120,TIC,178155030,3,SPOC,120,0.042082583904266335
102,TIC-178155030-4-SPOC-120,TIC,178155030,4,SPOC,120,0.042949181795120195
102,TIC-178155030-30-SPOC-120,TIC,178155030,30,SPOC,120,0.035994756221771285
102,TIC-178155030-31-SPOC-120,TIC,178155030,31,SPOC,120,0.03473895788192749
102,TIC-178155030-97-FFI-200s,TIC,178155030,97,FFI,200s,0.026581221363158325
103,TIC-141306513-4-SPOC-120,TIC,141306513,4,SPOC,120,0.027494621276855424
103,TIC-141306513-31-SPOC-120,TIC,141306513,31,SPOC,120,0.05102880001068111
104,TIC-397791443-10-FFI-30min,TIC,397791443,10,FFI,30min,0.01200165146619625
104,TIC-397791443-11-FFI-30min,TIC,397791443,11,FFI,30min,0.010748908380445621
104,TIC-397791443-37-SPOC-120,TIC,397791443,37,SPOC,120,0.2047138810157776
104,TIC-397791443-38-SPOC-120,TIC,397791443,38,SPOC,120,0.25436441302299506
104,TIC-397791443-63-FFI-200s,TIC,397791443,63,FFI,200s,0.016974198268028817
104,TIC-397791443-64-FFI-200s,TIC,397791443,64,FFI,200s,291.0235768198645
104,TIC-397791443-65-FFI-200s,TIC,397791443,65,FFI,200s,0.017365941483593383
104,TIC-397791443-90-SPOC-120,TIC,397791443,90,SPOC,120,0.2712690114974976
105,TIC-177309964-1-SPOC-120,TIC,177309964,1,SPOC,120,0.08980959653854359
105,TIC-177309964-2-SPOC-120,TIC,177309964,2,SPOC,120,0.0896770954132079
105,TIC-177309964-3-SPOC-120,TIC,177309964,3,SPOC,120,0.08708065748214733
105,TIC-177309964-4-SPOC-120,TIC,177309964,4,SPOC,120,0.08331577777862553
105,TIC-177309964-5-SPOC-120,TIC,177309964,5,SPOC,120,0.07371595501899719
105,TIC-177309964-6-SPOC-120,TIC,177309964,6,SPOC,120,0.07477157115936273
105,TIC-177309964-7-SPOC-120,TIC,177309964,7,SPOC,120,0.07509635686874394
105,TIC-177309964-8-SPOC-120,TIC,177309964,8,SPOC,120,0.06887905597686772
105,TIC-177309964-9-SPOC-120,TIC,177309964,9,SPOC,120,0.074535071849823
105,TIC-177309964-10-SPOC-120,TIC,177309964,10,SPOC,120,0.07088281512260441
105,TIC-177309964-11-SPOC-120,TIC,177309964,11,SPOC,120,0.07464030981063852
105,TIC-177309964-12-SPOC-120,TIC,177309964,12,SPOC,120,0.08629629015922546
105,TIC-177309964-13-SPOC-120,TIC,177309964,13,SPOC,120,0.08494744896888728
105,TIC-177309964-27-SPOC-120,TIC,177309964,27,SPOC,120,0.06780652999877934
105,TIC-177309964-28-SPOC-120,TIC,177309964,28,SPOC,120,0.07406032085418701
105,TIC-177309964-29-SPOC-120,TIC,177309964,29,SPOC,120,0.07055596113204965
105,TIC-177309964-30-SPOC-120,TIC,177309964,30,SPOC,120,0.07024812698364258
105,TIC-177309964-31-SPOC-120,TIC,177309964,31,SPOC,120,0.06751205921173098
105,TIC-177309964-33-SPOC-120,TIC,177309964,33,SPOC,120,0.06973813176155097
105,TIC-177309964-34-SPOC-120,TIC,177309964,34,SPOC,120,0.07363139390945439
105,TIC-177309964-35-SPOC-120,TIC,177309964,35,SPOC,120,0.07168468236923209
105,TIC-177309964-36-SPOC-120,TIC,177309964,36,SPOC,120,0.07237161993980412
105,TIC-177309964-37-SPOC-120,TIC,177309964,37,SPOC,120,0.07203890681266789
105,TIC-177309964-38-SPOC-120,TIC,177309964,38,SPOC,120,0.06713603734970086
105,TIC-177309964-39-SPOC-120,TIC,177309964,39,SPOC,120,0.0702306747436523
105,TIC-177309964-61-SPOC-120,TIC,177309964,61,SPOC,120,0.08421429991722107
105,TIC-177309964-62-SPOC-120,TIC,177309964,62,SPOC,120,0.08584055304527283
105,TIC-177309964-63-SPOC-120,TIC,177309964,63,SPOC,120,0.08846632242202745
105,TIC-177309964-64-SPOC-120,TIC,177309964,64,SPOC,120,0.0870407223701477
105,TIC-177309964-65-SPOC-120,TIC,177309964,65,SPOC,120,0.08787479400634757
105,TIC-177309964-66-SPOC-120,TIC,177309964,66,SPOC,120,0.08494836688041685
105,TIC-177309964-67-SPOC-120,TIC,177309964,67,SPOC,120,0.08198791146278395
105,TIC-177309964-68-SPOC-120,TIC,177309964,68,SPOC,120,0.08232505321502681
105,TIC-177309964-69-SPOC-120,TIC,177309964,69,SPOC,120,0.08916814327239986
105,TIC-177309964-87-SPOC-120,TIC,177309964,87,SPOC,120,0.06665452718734743
105,TIC-177309964-88-SPOC-120,TIC,177309964,88,SPOC,120,0.06440591812133789
105,TIC-177309964-89-SPOC-120,TIC,177309964,89,SPOC,120,0.06270898580551143
105,TIC-177309964-90-SPOC-120,TIC,177309964,90,SPOC,120,0.06297773718833932
105,TIC-177309964-93-SPOC-120,TIC,177309964,93,SPOC,120,0.06661924719810475
105,TIC-177309964-94-SPOC-120,TIC,177309964,94,SPOC,120,0.066961109638214
105,TIC-177309964-95-SPOC-120,TIC,177309964,95,SPOC,120,0.058233010768890425
105,TIC-177309964-96-SPOC-120,TIC,177309964,96,SPOC,120,0.06528748273849494
105,TIC-177309964-97-FFI-200s,TIC,177309964,97,FFI,200s,0.05284949555922325
106,TIC-300651846-1-FFI-30min,TIC,300651846,1,FFI,30min,0.018927317040989156
106,TIC-300651846-2-FFI-30min,TIC,300651846,2,FFI,30min,0.026476118896143652
106,TIC-300651846-3-FFI-30min,TIC,300651846,3,FFI,30min,12.385876882274076
106,TIC-300651846-4-FFI-30min,TIC,300651846,4,FFI,30min,0.02626585498748002
106,TIC-300651846-5-FFI-30min,TIC,300651846,5,FFI,30min,0.02658362233631073
106,TIC-300651846-6-FFI-30min,TIC,300651846,6,FFI,30min,0.029019610578752242
106,TIC-300651846-7-FFI-30min,TIC,300651846,7,FFI,30min,0.029877101152087526
106,TIC-300651846-8-FFI-30min,TIC,300651846,8,FFI,30min,0.02267333747406075
106,TIC-300651846-9-FFI-30min,TIC,300651846,9,FFI,30min,0.030199368244431035
106,TIC-300651846-10-FFI-30min,TIC,300651846,10,FFI,30min,0.029859030470917203
106,TIC-300651846-11-FFI-30min,TIC,300651846,11,FFI,30min,0.024726007921489046
106,TIC-300651846-12-FFI-30min,TIC,300651846,12,FFI,30min,0.020286292041042042
106,TIC-300651846-13-FFI-30min,TIC,300651846,13,FFI,30min,
106,TIC-300651846-27-FFI-10min,TIC,300651846,27,FFI,10min,0.020021288912225543
106,TIC-300651846-28-FFI-10min,TIC,300651846,28,FFI,10min,0.023202314578523175
106,TIC-300651846-29-FFI-10min,TIC,300651846,29,FFI,10min,0.030271804087626197
106,TIC-300651846-30-FFI-10min,TIC,300651846,30,FFI,10min,14.735988865321596
106,TIC-300651846-31-FFI-10min,TIC,300651846,31,FFI,10min,0.043707346509743394
106,TIC-300651846-32-SPOC-120,TIC,300651846,32,SPOC,120,0.059947353601455644
106,TIC-300651846-33-SPOC-120,TIC,300651846,33,SPOC,120,0.06702476739883423
106,TIC-300651846-34-SPOC-120,TIC,300651846,34,SPOC,120,0.051634693145752086
106,TIC-300651846-35-SPOC-120,TIC,300651846,35,SPOC,120,0.05979966521263125
106,TIC-300651846-36-SPOC-120,TIC,300651846,36,SPOC,120,0.065701425075531
106,TIC-300651846-37-SPOC-120,TIC,300651846,37,SPOC,120,0.06767045855522169
106,TIC-300651846-38-SPOC-120,TIC,300651846,38,SPOC,120,0.07105786800384528
106,TIC-300651846-39-SPOC-120,TIC,300651846,39,SPOC,120,0.06632359027862544
106,TIC-300651846-61-SPOC-120,TIC,300651846,61,SPOC,120,0.06081067919731131
106,TIC-300651846-62-SPOC-120,TIC,300651846,62,SPOC,120,0.06133627891540527
106,TIC-300651846-63-SPOC-120,TIC,300651846,63,SPOC,120,0.060748708248138494
106,TIC-300651846-64-SPOC-120,TIC,300651846,64,SPOC,120,0.07142583131790159
106,TIC-300651846-65-SPOC-120,TIC,300651846,65,SPOC,120,0.07556331157684326
