pop_id,lcname,complex_status
180,TIC-85356121-39-FFI-10min,Not Complex
180,TIC-85356121-66-FFI-200s,Complex
180,TIC-85356121-93-FFI-200s,Complex
181,TIC-97239026-12-FFI-30min,Complex
181,TIC-97239026-39-FFI-10min,Complex
181,TIC-97239026-66-FFI-200s,Complex
181,TIC-97239026-91-SPOC-120,Complex
181,TIC-97239026-93-FFI-200s,Complex
182,TIC-337243787-12-FFI-30min,Complex
182,TIC-337243787-39-FFI-10min,Complex
182,TIC-337243787-66-FFI-200s,Complex
182,TIC-337243787-93-FFI-200s,Complex
183,TIC-65347864-3-SPOC-120,Complex
183,TIC-65347864-30-FFI-10min,Complex
183,TIC-65347864-31-FFI-10min,Complex
183,TIC-65347864-4-SPOC-120,Complex
184,EPIC-210818897-4-EVEREST-1800,Double Dip
184,EPIC-210818897-4-K2SFF-1800,Complex
184,TIC-15756231-43-SPOC-120,Double Dip
184,TIC-15756231-44-SPOC-120,Not Complex
184,TIC-15756231-70-FFI-200s,Complex
185,EPIC-210783336-4-EVEREST-1800,Not Complex
185,EPIC-210783336-4-K2SFF-1800,Complex
185,TIC-16005843-43-SPOC-120,Not Complex
185,TIC-16005843-44-SPOC-120,Not Complex
185,TIC-16005843-70-FFI-200s,Not Complex
185,TIC-16005843-71-FFI-200s,Not Complex
186,EPIC-247454835-13-EVEREST-1800,Not Complex
186,EPIC-247454835-13-K2SFF-1800,Double Dip
186,TIC-456946694-43-SPOC-120,Not Complex
186,TIC-456946694-44-SPOC-120,Not Complex
186,TIC-456946694-70-SPOC-120,Double Dip
186,TIC-456946694-71-SPOC-120,Not Complex
187,EPIC-210690598-13-K2SFF-1800,Complex
187,TIC-353752577-43-SPOC-120,Complex
187,TIC-353752577-44-SPOC-120,Complex
187,TIC-353752577-70-FFI-200s,Complex
187,TIC-353752577-71-FFI-200s,Not Complex
188,EPIC-247791556-13-EVEREST-1800,Complex
188,EPIC-247791556-13-K2SFF-1800,Complex
188,TIC-268397898-43-SPOC-120,Complex
188,TIC-268397898-44-SPOC-120,Not Complex
188,TIC-268397898-70-FFI-200s,Complex
188,TIC-268397898-71-FFI-200s,Complex
189,EPIC-247031423-13-EVEREST-1800,Complex
189,EPIC-247031423-13-K2SFF-1800,Double Dip
189,TIC-61259674-43-SPOC-120,Not Complex
189,TIC-61259674-44-SPOC-120,Not Complex
189,TIC-61259674-70-SPOC-120,Not Complex
189,TIC-61259674-71-SPOC-120,Not Complex
19,EPIC-204918279-2-EVEREST-1800,Complex
19,EPIC-204918279-2-K2SFF-1800,Complex
190,EPIC-247591948-13-EVEREST-1800,Double Dip
190,EPIC-247591948-13-K2SFF-1800,Complex
190,TIC-118521714-43-FFI-10min,Complex
190,TIC-118521714-44-FFI-10min,Complex
190,TIC-118521714-70-FFI-200s,Not Complex
190,TIC-118521714-71-FFI-200s,Not Complex
191,EPIC-247592103-13-EVEREST-1800,Double Dip
191,EPIC-247592103-13-K2SFF-1800,Complex
191,TIC-118521713-43-FFI-10min,Complex
191,TIC-118521713-44-FFI-10min,Complex
191,TIC-118521713-70-FFI-200s,Not Complex
191,TIC-118521713-71-FFI-200s,Not Complex
192,EPIC-210554781-13-EVEREST-1800,Double Dip
192,EPIC-210554781-13-K2SFF-1800,Double Dip
192,TIC-245792696-43-FFI-10min,Not Complex
192,TIC-245792696-44-FFI-10min,Double Dip
192,TIC-245792696-70-FFI-200s,Not Complex
192,TIC-245792696-71-FFI-200s,Not Complex
193,EPIC-247888948-13-EVEREST-1800,Double Dip
193,EPIC-247888948-13-K2SFF-1800,Complex
193,TIC-268510346-43-SPOC-120,Not Complex
193,TIC-268510346-44-SPOC-120,Not Complex
193,TIC-268510346-70-FFI-200s,Not Complex
193,TIC-268510346-71-FFI-200s,Not Complex
194,EPIC-246932950-13-EVEREST-1800,Complex
194,EPIC-246932950-13-K2SFF-1800,Complex
194,TIC-245869001-43-FFI-10min,Double Dip
194,TIC-245869001-44-FFI-10min,Double Dip
194,TIC-245869001-70-FFI-200s,Double Dip
194,TIC-245869001-71-FFI-200s,Double Dip
195,EPIC-247857331-13-EVEREST-1800,Not Complex
195,EPIC-247857331-13-K2SFF-1800,Not Complex
195,TIC-60005364-43-SPOC-120,Double Dip
195,TIC-60005364-44-SPOC-120,
195,TIC-60005364-71-SPOC-120,Double Dip
196,EPIC-246650193-13-EVEREST-1800,Complex
196,EPIC-246650193-13-K2SFF-1800,Double Dip
197,TIC-160329609-32-SPOC-120,Double Dip
197,TIC-160329609-33-SPOC-120,Double Dip
197,TIC-160329609-6-SPOC-120,Double Dip
197,TIC-160329609-87-SPOC-120,Double Dip
198,TIC-148646689-11-SPOC-120,Complex
198,TIC-148646689-38-SPOC-120,Complex
198,TIC-148646689-65-FFI-200s,Complex
199,TIC-245834739-32-FFI-10min,Complex
199,TIC-245834739-43-SPOC-120,Complex
199,TIC-245834739-44-SPOC-120,Complex
199,TIC-245834739-5-FFI-30min,Complex
199,TIC-245834739-70-SPOC-120,Double Dip
199,TIC-245834739-71-SPOC-120,Complex
2,EPIC-247343526-13-EVEREST-1800,Complex
2,EPIC-247343526-13-K2SFF-1800,Double Dip
2,TIC-118769116-43-SPOC-120,Complex
2,TIC-118769116-44-SPOC-120,Complex
2,TIC-118769116-70-FFI-200s,Complex
2,TIC-118769116-71-FFI-200s,Complex
20,EPIC-204897050-2-EVEREST-1800,Complex
20,EPIC-204897050-2-K2SFF-1800,Complex
20,TIC-9669706-91-SPOC-120,Complex
200,EPIC-248131102-13-EVEREST-1800,Complex
200,EPIC-248131102-13-K2SFF-1800,Complex
200,TIC-125843782-43-SPOC-120,Complex
200,TIC-125843782-44-SPOC-120,Complex
200,TIC-125843782-70-SPOC-120,Double Dip
200,TIC-125843782-71-SPOC-120,Complex
201,EPIC-60019763-1-K2SFF-1800,
201,TIC-244161191-3-SPOC-120,Complex
201,TIC-244161191-30-SPOC-120,Complex
201,TIC-244161191-42-FFI-10min,
201,TIC-244161191-70-SPOC-120,Complex
202,TIC-231058925-2-SPOC-120,Double Dip
202,TIC-231058925-29-SPOC-120,Complex
202,TIC-231058925-3-SPOC-120,Complex
202,TIC-231058925-30-SPOC-120,Complex
202,TIC-231058925-69-SPOC-120,Complex
203,TIC-301676454-46-SPOC-120,Complex
203,TIC-301676454-72-FFI-200s,Double Dip
204,TIC-58084670-14-FFI-30min,Double Dip
204,TIC-58084670-41-SPOC-120,Complex
204,TIC-58084670-54-SPOC-120,Complex
204,TIC-58084670-55-SPOC-120,Complex
204,TIC-58084670-74-SPOC-120,Complex
204,TIC-58084670-75-SPOC-120,Complex
204,TIC-58084670-81-SPOC-120,Complex
205,TIC-67745212-32-SPOC-120,Complex
205,TIC-67745212-5-FFI-30min,Complex
206,TIC-5714469-10-SPOC-120,Complex
206,TIC-5714469-36-FFI-10min,Complex
206,TIC-5714469-63-FFI-200s,Complex
206,TIC-5714469-90-SPOC-120,Complex
207,TIC-259586708-3-SPOC-120,Complex
207,TIC-259586708-30-SPOC-120,Complex
207,TIC-259586708-31-SPOC-120,Complex
207,TIC-259586708-32-SPOC-120,Double Dip
207,TIC-259586708-4-SPOC-120,Complex
207,TIC-259586708-5-SPOC-120,Complex
207,TIC-259586708-6-SPOC-120,Complex
21,TIC-280945693-10-FFI-30min,Complex
21,TIC-280945693-11-SPOC-120,Complex
21,TIC-280945693-37-SPOC-120,Complex
21,TIC-280945693-38-SPOC-120,Complex
21,TIC-280945693-64-SPOC-120,Not Complex
21,TIC-280945693-65-SPOC-120,Double Dip
22,TIC-296790810-10-FFI-30min,Complex
22,TIC-296790810-11-FFI-30min,Complex
22,TIC-296790810-37-FFI-10min,Complex
22,TIC-296790810-38-FFI-10min,Complex
22,TIC-296790810-64-SPOC-120,Complex
22,TIC-296790810-65-SPOC-120,Complex
23,TIC-290889135-10-FFI-30min,Complex
23,TIC-290889135-11-FFI-30min,Complex
23,TIC-290889135-37-FFI-10min,Complex
23,TIC-290889135-38-FFI-10min,Complex
23,TIC-290889135-64-FFI-200s,Complex
23,TIC-290889135-65-FFI-200s,Complex
24,TIC-301432612-10-FFI-30min,Complex
24,TIC-301432612-11-FFI-30min,Complex
24,TIC-301432612-37-FFI-10min,Complex
24,TIC-301432612-64-FFI-200s,Complex
25,TIC-93763678-10-FFI-30min,Complex
25,TIC-93763678-64-FFI-200s,Complex
25,TIC-93763678-90-FFI-200s,Complex
26,TIC-448002486-11-FFI-30min,Double Dip
26,TIC-448002486-38-FFI-10min,Complex
26,TIC-448002486-64-SPOC-120,Complex
26,TIC-448002486-65-SPOC-120,Complex
27,TIC-328468855-11-FFI-30min,Double Dip
27,TIC-328468855-38-FFI-10min,Complex
27,TIC-328468855-64-FFI-200s,Not Complex
28,TIC-435899024-11-FFI-30min,Complex
28,TIC-435899024-38-FFI-10min,Complex
28,TIC-435899024-64-SPOC-120,Complex
28,TIC-435899024-65-SPOC-120,Complex
29,TIC-973449111-11-FFI-30min,Complex
29,TIC-973449111-38-FFI-10min,Complex
29,TIC-973449111-64-SPOC-120,Complex
29,TIC-973449111-65-SPOC-120,Complex
3,EPIC-203354381-2-EVEREST-1800,Complex
3,EPIC-203354381-2-K2SFF-1800,Complex
3,TIC-175594111-91-SPOC-120,Complex
30,TIC-309321971-11-FFI-30min,Complex
30,TIC-309321971-38-FFI-10min,Complex
30,TIC-309321971-65-FFI-200s,Complex
31,TIC-254612758-12-FFI-30min,Complex
31,TIC-254612758-38-FFI-10min,Complex
31,TIC-254612758-65-SPOC-120,Complex
32,TIC-364291454-12-FFI-30min,Complex
33,TIC-147828926-12-FFI-30min,Complex
33,TIC-147828926-38-FFI-10min,Complex
33,TIC-147828926-65-FFI-200s,Complex
34,TIC-176205621-12-FFI-30min,Complex
34,TIC-176205621-38-FFI-10min,Complex
34,TIC-176205621-65-FFI-200s,Complex
35,TIC-276502773-11-FFI-30min,Complex
35,TIC-276502773-38-FFI-10min,Double Dip
35,TIC-276502773-65-FFI-200s,Complex
36,TIC-99207324-12-FFI-30min,Complex
36,TIC-99207324-38-FFI-10min,Complex
36,TIC-99207324-65-SPOC-120,Complex
37,TIC-310720311-11-FFI-30min,Complex
37,TIC-310720311-37-FFI-10min,Double Dip
37,TIC-310720311-38-FFI-10min,Double Dip
37,TIC-310720311-64-SPOC-120,Complex
37,TIC-310720311-65-SPOC-120,Complex
38,TIC-405970436-11-FFI-30min,Complex
38,TIC-405970436-37-FFI-10min,Complex
38,TIC-405970436-38-FFI-10min,Complex
38,TIC-405970436-64-FFI-200s,Complex
38,TIC-405970436-65-FFI-200s,Complex
39,TIC-406040223-11-FFI-30min,Complex
39,TIC-406040223-37-FFI-10min,Complex
39,TIC-406040223-38-FFI-10min,Complex
39,TIC-406040223-64-SPOC-120,Complex
39,TIC-406040223-65-SPOC-120,Complex
4,EPIC-203636498-2-EVEREST-1800,Complex
4,EPIC-203636498-2-K2SFF-1800,Complex
4,TIC-322928171-91-SPOC-120,Complex
40,TIC-207621404-11-FFI-30min,Complex
40,TIC-207621404-38-FFI-10min,Complex
40,TIC-207621404-65-SPOC-120,Complex
41,TIC-405695928-11-FFI-30min,Complex
41,TIC-405695928-37-SPOC-120,Double Dip
41,TIC-405695928-38-SPOC-120,Complex
41,TIC-405695928-64-FFI-200s,Double Dip
42,TIC-273821594-10-FFI-30min,Complex
42,TIC-273821594-11-FFI-30min,Complex
42,TIC-273821594-37-FFI-10min,Complex
42,TIC-273821594-38-FFI-10min,Complex
42,TIC-273821594-64-FFI-200s,Complex
43,TIC-419779703-11-FFI-30min,Complex
43,TIC-419779703-37-FFI-10min,Complex
43,TIC-419779703-38-FFI-10min,Complex
43,TIC-419779703-64-FFI-200s,Complex
44,TIC-398768350-10-FFI-30min,Complex
44,TIC-398768350-11-FFI-30min,Double Dip
44,TIC-398768350-37-FFI-10min,Complex
44,TIC-398768350-64-FFI-200s,Complex
45,TIC-288093002-10-FFI-30min,Complex
45,TIC-288093002-11-FFI-30min,Complex
45,TIC-288093002-37-FFI-10min,Complex
45,TIC-288093002-64-SPOC-120,Complex
46,TIC-161734785-10-FFI-30min,Complex
46,TIC-161734785-11-FFI-30min,Complex
46,TIC-161734785-37-FFI-10min,Complex
46,TIC-161734785-64-SPOC-120,Complex
47,TIC-165904363-10-FFI-30min,Complex
47,TIC-165904363-11-FFI-30min,Complex
47,TIC-165904363-37-FFI-10min,Complex
47,TIC-165904363-64-SPOC-120,Double Dip
48,TIC-404335106-11-FFI-30min,Complex
48,TIC-404335106-37-FFI-10min,Double Dip
48,TIC-404335106-38-FFI-10min,
48,TIC-404335106-64-FFI-200s,Not Complex
49,TIC-404387832-11-FFI-30min,Complex
49,TIC-404387832-37-FFI-10min,Complex
49,TIC-404387832-38-FFI-10min,Complex
49,TIC-404387832-64-FFI-200s,Complex
5,EPIC-203821589-2-EVEREST-1800,Complex
5,EPIC-203821589-2-K2SFF-1800,Complex
5,TIC-175743566-91-SPOC-120,Complex
50,TIC-328906141-11-FFI-30min,Complex
50,TIC-328906141-38-FFI-10min,Complex
50,TIC-328906141-65-SPOC-120,Complex
51,TIC-329694185-11-FFI-30min,Complex
51,TIC-329694185-38-FFI-10min,Complex
51,TIC-329694185-65-FFI-200s,Complex
52,TIC-330560000-11-FFI-30min,Complex
52,TIC-330560000-38-FFI-10min,Complex
52,TIC-330560000-65-SPOC-120,Complex
53,TIC-211513644-11-FFI-30min,Double Dip
53,TIC-211513644-65-SPOC-120,Complex
54,TIC-242407571-11-FFI-30min,Complex
54,TIC-242407571-38-FFI-10min,Double Dip
54,TIC-242407571-65-SPOC-120,Double Dip
55,TIC-127866051-11-FFI-30min,Complex
55,TIC-127866051-38-FFI-10min,Double Dip
55,TIC-127866051-65-FFI-200s,Complex
56,TIC-127246012-11-FFI-30min,Complex
56,TIC-127246012-38-FFI-10min,Complex
56,TIC-127246012-65-FFI-200s,Complex
57,TIC-129309458-11-FFI-30min,Double Dip
57,TIC-129309458-38-FFI-10min,Complex
57,TIC-129309458-65-FFI-200s,Complex
58,TIC-127309526-11-FFI-30min,Complex
58,TIC-127309526-38-FFI-10min,Double Dip
58,TIC-127309526-65-SPOC-120,Complex
59,TIC-241884143-11-FFI-30min,Complex
59,TIC-241884143-38-FFI-10min,Complex
59,TIC-241884143-65-FFI-200s,Complex
6,EPIC-203897692-2-EVEREST-1800,Complex
6,EPIC-203897692-2-K2SFF-1800,Complex
6,TIC-98689067-91-SPOC-120,Double Dip
60,TIC-243499565-11-FFI-30min,Complex
60,TIC-243499565-38-SPOC-120,Complex
60,TIC-243499565-64-SPOC-120,Complex
61,TIC-243449997-11-FFI-30min,Complex
61,TIC-243449997-38-FFI-10min,Complex
61,TIC-243449997-64-FFI-200s,Complex
62,TIC-243611773-11-FFI-30min,Complex
62,TIC-243611773-38-FFI-10min,Complex
62,TIC-243611773-64-SPOC-120,Complex
63,TIC-243381460-11-FFI-30min,Double Dip
63,TIC-243381460-38-FFI-10min,Not Complex
64,TIC-179367270-11-FFI-30min,Not Complex
64,TIC-179367270-38-SPOC-120,Not Complex
64,TIC-179367270-64-FFI-200s,Complex
65,TIC-248145126-10-FFI-30min,Complex
65,TIC-248145126-11-FFI-30min,Complex
65,TIC-248145126-37-FFI-10min,Complex
65,TIC-248145126-64-SPOC-120,Complex
66,TIC-135162879-10-FFI-30min,Complex
66,TIC-135162879-37-FFI-10min,Complex
66,TIC-135162879-64-SPOC-120,Complex
67,TIC-121840452-11-FFI-30min,Complex
67,TIC-121840452-38-FFI-10min,Complex
67,TIC-121840452-65-SPOC-120,Complex
68,TIC-461643692-11-FFI-30min,Complex
68,TIC-461643692-38-FFI-10min,Complex
68,TIC-461643692-65-SPOC-120,Complex
69,TIC-272398365-11-FFI-30min,Complex
69,TIC-272398365-38-FFI-10min,Complex
69,TIC-272398365-65-FFI-200s,Complex
7,EPIC-204060981-2-EVEREST-1800,Complex
7,EPIC-204060981-2-K2SFF-1800,Complex
7,TIC-49072162-91-SPOC-120,Complex
70,EPIC-211013604-4-EVEREST-1800,Complex
70,EPIC-211013604-4-K2SFF-1800,Complex
70,TIC-440686535-42-SPOC-120,Complex
70,TIC-440686535-43-SPOC-120,Complex
70,TIC-440686535-44-FFI-10min,Not Complex
70,TIC-440686535-70-FFI-200s,Complex
70,TIC-440686535-71-FFI-200s,Complex
71,EPIC-211016654-4-EVEREST-1800,Complex
71,EPIC-211016654-4-K2SFF-1800,Complex
71,TIC-440690770-42-FFI-10min,Complex
71,TIC-440690770-43-FFI-10min,Complex
71,TIC-440690770-44-FFI-10min,Complex
71,TIC-440690770-70-SPOC-120,Complex
71,TIC-440690770-71-SPOC-120,Complex
72,EPIC-211047687-4-EVEREST-1800,Complex
72,EPIC-211047687-4-K2SFF-1800,Complex
72,TIC-67768181-42-SPOC-120,Complex
72,TIC-67768181-43-SPOC-120,Complex
72,TIC-67768181-44-SPOC-120,Complex
72,TIC-67768181-70-SPOC-120,Complex
72,TIC-67768181-71-SPOC-120,Complex
73,EPIC-211057712-4-EVEREST-1800,Complex
73,EPIC-211057712-4-K2SFF-1800,Complex
73,TIC-14334105-43-FFI-10min,Complex
73,TIC-14334105-44-FFI-10min,Complex
73,TIC-14334105-70-FFI-200s,Complex
73,TIC-14334105-71-FFI-200s,Complex
74,EPIC-211070495-4-EVEREST-1800,Complex
74,EPIC-211070495-4-K2SFF-1800,Complex
74,TIC-353927317-42-SPOC-120,Complex
74,TIC-353927317-43-SPOC-120,Complex
74,TIC-353927317-44-SPOC-120,Complex
74,TIC-353927317-70-FFI-200s,Complex
74,TIC-353927317-71-FFI-200s,Complex
75,TIC-165184400-3-FFI-30min,Double Dip
75,TIC-165184400-30-SPOC-120,Not Complex
75,TIC-165184400-31-SPOC-120,Not Complex
75,TIC-165184400-4-SPOC-120,Complex
76,TIC-465268712-10-FFI-30min,Complex
76,TIC-465268712-11-FFI-30min,Complex
76,TIC-465268712-37-FFI-10min,Complex
76,TIC-465268712-38-FFI-10min,Complex
76,TIC-465268712-64-FFI-200s,Complex
76,TIC-465268712-65-FFI-200s,Complex
76,TIC-465268712-90-FFI-200s,Complex
77,TIC-370829038-10-FFI-30min,Complex
77,TIC-370829038-11-FFI-30min,Complex
77,TIC-370829038-36-FFI-10min,Complex
77,TIC-370829038-37-FFI-10min,Complex
77,TIC-370829038-38-FFI-10min,Complex
77,TIC-370829038-63-FFI-200s,Complex
77,TIC-370829038-64-FFI-200s,Complex
77,TIC-370829038-65-FFI-200s,Complex
77,TIC-370829038-9-FFI-30min,Complex
77,TIC-370829038-90-SPOC-120,Complex
78,TIC-342456426-10-FFI-30min,Not Complex
78,TIC-342456426-34-FFI-10min,Complex
78,TIC-342456426-35-FFI-10min,Complex
78,TIC-342456426-36-FFI-10min,Complex
78,TIC-342456426-61-SPOC-120,Complex
78,TIC-342456426-62-SPOC-120,Complex
78,TIC-342456426-63-SPOC-120,Complex
78,TIC-342456426-8-FFI-30min,Complex
78,TIC-342456426-88-SPOC-120,Complex
78,TIC-342456426-89-SPOC-120,Complex
78,TIC-342456426-9-FFI-30min,Complex
78,TIC-342456426-90-SPOC-120,Complex
79,TIC-92740519-35-FFI-10min,Complex
79,TIC-92740519-36-FFI-10min,Complex
79,TIC-92740519-61-FFI-200s,Complex
79,TIC-92740519-62-FFI-200s,Complex
79,TIC-92740519-8-FFI-30min,Complex
79,TIC-92740519-88-FFI-200s,Complex
79,TIC-92740519-89-SPOC-120,Complex
79,TIC-92740519-9-FFI-30min,Complex
79,TIC-92740519-90-SPOC-120,Complex
8,EPIC-204185983-2-EVEREST-1800,Complex
8,EPIC-204185983-2-K2SFF-1800,Complex
8,TIC-203822419-91-SPOC-120,Complex
80,TIC-353730181-43-SPOC-120,Complex
80,TIC-353730181-44-SPOC-120,Complex
80,TIC-353730181-70-SPOC-120,Not Complex
80,TIC-353730181-71-SPOC-120,Not Complex
81,TIC-368129164-23-SPOC-120,Complex
81,TIC-368129164-50-SPOC-120,Complex
81,TIC-368129164-77-SPOC-120,Complex
82,TIC-267953787-43-SPOC-120,Complex
82,TIC-267953787-44-SPOC-120,Complex
82,TIC-267953787-70-SPOC-120,Complex
82,TIC-267953787-71-SPOC-120,Complex
83,TIC-59836633-43-SPOC-120,Complex
83,TIC-59836633-44-SPOC-120,Complex
83,TIC-59836633-71-FFI-200s,Complex
84,TIC-2234692-19-SPOC-120,Complex
84,TIC-2234692-43-SPOC-120,Complex
84,TIC-2234692-44-SPOC-120,Double Dip
84,TIC-2234692-45-SPOC-120,Complex
84,TIC-2234692-59-FFI-200s,Complex
84,TIC-2234692-71-SPOC-120,Complex
84,TIC-2234692-73-SPOC-120,Complex
84,TIC-2234692-86-SPOC-120,Complex
85,TIC-332517282-2-SPOC-120,Complex
85,TIC-332517282-29-SPOC-120,Complex
85,TIC-332517282-69-SPOC-120,Complex
86,TIC-146539195-32-SPOC-120,Complex
86,TIC-146539195-5-SPOC-120,Complex
87,TIC-264599508-33-SPOC-120,Complex
87,TIC-264599508-44-SPOC-120,Complex
87,TIC-264599508-45-SPOC-120,Complex
87,TIC-264599508-46-SPOC-120,Complex
87,TIC-264599508-7-SPOC-120,Complex
87,TIC-264599508-71-SPOC-120,Not Complex
87,TIC-264599508-72-SPOC-120,Complex
87,TIC-264599508-87-SPOC-120,Complex
88,TIC-50745567-32-SPOC-120,Complex
88,TIC-50745567-6-SPOC-120,Complex
89,TIC-38539720-31-SPOC-120,Complex
9,EPIC-204099739-2-EVEREST-1800,Complex
9,EPIC-204099739-2-K2SFF-1800,Complex
9,TIC-48908525-91-FFI-200s,Complex
90,TIC-311092148-31-SPOC-120,Complex
91,TIC-68812630-43-SPOC-120,Complex
91,TIC-68812630-44-SPOC-120,Not Complex
91,TIC-68812630-71-SPOC-120,Complex
92,TIC-118449916-43-SPOC-120,Complex
92,TIC-118449916-44-SPOC-120,Complex
92,TIC-118449916-70-SPOC-120,Double Dip
92,TIC-118449916-71-SPOC-120,Complex
93,TIC-142173958-10-SPOC-120,Complex
93,TIC-142173958-37-SPOC-120,Complex
93,TIC-142173958-90-SPOC-120,Complex
94,TIC-193831684-13-SPOC-120,Complex
94,TIC-193831684-39-SPOC-120,Complex
94,TIC-193831684-66-SPOC-120,Complex
94,TIC-193831684-91-SPOC-120,Complex
94,TIC-193831684-92-SPOC-120,Complex
94,TIC-193831684-93-FFI-200s,Complex
95,TIC-38820496-1-SPOC-120,Complex
95,TIC-38820496-2-SPOC-120,Complex
95,TIC-38820496-27-SPOC-120,Complex
95,TIC-38820496-28-SPOC-120,Complex
95,TIC-38820496-67-FFI-200s,Complex
95,TIC-38820496-68-SPOC-120,Complex
96,TIC-201898222-2-SPOC-120,Double Dip
96,TIC-201898222-29-SPOC-120,Complex
96,TIC-201898222-3-SPOC-120,Double Dip
96,TIC-201898222-30-SPOC-120,Complex
96,TIC-201898222-69-FFI-200s,Complex
97,TIC-201789285-2-SPOC-120,Complex
97,TIC-201789285-29-SPOC-120,Complex
97,TIC-201789285-3-SPOC-120,Complex
97,TIC-201789285-30-SPOC-120,Complex
97,TIC-201789285-69-SPOC-120,Complex
98,TIC-144486786-32-SPOC-120,Complex
98,TIC-144486786-33-SPOC-120,Complex
98,TIC-144486786-5-SPOC-120,Complex
98,TIC-144486786-6-SPOC-120,Complex
98,TIC-144486786-87-SPOC-120,Complex
99,TIC-425937691-1-SPOC-120,Complex
99,TIC-425937691-2-SPOC-120,Complex
99,TIC-425937691-28-SPOC-120,Complex
99,TIC-425937691-29-FFI-10min,Complex
99,TIC-425937691-68-SPOC-120,Complex
99,TIC-425937691-69-SPOC-120,Complex
