pop_id,TIC,gaiadr3_source_id,epic_id,per,per2,group,age_Myr,disco_paper,author,year,Sector 1,Sector 2,Sector 3,Sector 4,Sector 5,Sector 6,Sector 7,Sector 8,Sector 9,Sector 10,Sector 11,Sector 12,Sector 13,Sector 14,Sector 15,Sector 16,Sector 17,Sector 18,Sector 19,Sector 20,Sector 21,Sector 22,Sector 23,Sector 24,Sector 25,Sector 26,Sector 27,Sector 28,Sector 29,Sector 30,Sector 31,Sector 32,Sector 33,Sector 34,Sector 35,Sector 36,Sector 37,Sector 38,Sector 39,Sector 40,Sector 41,Sector 42,Sector 43,Sector 44,Sector 45,Sector 46,Sector 47,Sector 48,Sector 49,Sector 50,Sector 51,Sector 52,Sector 53,Sector 54,Sector 55,Sector 56,Sector 57,Sector 58,Sector 59,Sector 60,Sector 61,Sector 62,Sector 63,Sector 64,Sector 65,Sector 66,Sector 67,Sector 68,Sector 69,Sector 70,Sector 71,Sector 72,Sector 73,Sector 74,Sector 75,Sector 76,Sector 77,Sector 78,Sector 79,Sector 80,Sector 81,Sector 82,Sector 83,Sector 84,Sector 85,Sector 86,Sector 87,Sector 88,Sector 89,Sector 90,Sector 91,Sector 92,Sector 93,Sector 94,Sector 95,Sector 96,Sector 97,Sector 98,Sector 99,Campaign 1,Campaign 2,Campaign 3,Campaign 4,Campaign 5,Campaign 6,Campaign 7,Campaign 8,Campaign 9,Campaign 10,Campaign 11,Campaign 12,Campaign 13,Campaign 14,Campaign 15
103,141306513,5179619856194590080,,0.55666667,,Tucana-Horologium,40,Popinchalk_2023,Popinchalk,2023,,,,TIC-141306513-4-SPOC-120,,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-141306513-31-SPOC-120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,397791443,5239135492911437568,,0.28958333,,IC 2602,40,Bouma_2024,Bouma,2024,,,,,,,,,,TIC-397791443-10-FFI-30min,TIC-397791443-11-FFI-30min,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-397791443-37-SPOC-120,TIC-397791443-38-SPOC-120,,,,,,,,,,,,,,,,,,,,,,,,,TIC-397791443-63-FFI-200s,TIC-397791443-64-FFI-200s,TIC-397791443-65-FFI-200s,,,,,,,,,,,,,,,,,,,,,,,,,TIC-397791443-90-SPOC-120,,,,,,,,,,,,,,,,,,,,,,,,
105,177309964,5260885172922381824,,0.45333333,,CAR,45,Zhan_2019,Zhan,2019,TIC-177309964-1-SPOC-120,TIC-177309964-2-SPOC-120,TIC-177309964-3-SPOC-120,TIC-177309964-4-SPOC-120,TIC-177309964-5-SPOC-120,TIC-177309964-6-SPOC-120,TIC-177309964-7-SPOC-120,TIC-177309964-8-SPOC-120,TIC-177309964-9-SPOC-120,TIC-177309964-10-SPOC-120,TIC-177309964-11-SPOC-120,TIC-177309964-12-SPOC-120,TIC-177309964-13-SPOC-120,,,,,,,,,,,,,,TIC-177309964-27-SPOC-120,TIC-177309964-28-SPOC-120,TIC-177309964-29-SPOC-120,TIC-177309964-30-SPOC-120,TIC-177309964-31-SPOC-120,,TIC-177309964-33-SPOC-120,TIC-177309964-34-SPOC-120,TIC-177309964-35-SPOC-120,TIC-177309964-36-SPOC-120,TIC-177309964-37-SPOC-120,TIC-177309964-38-SPOC-120,TIC-177309964-39-SPOC-120,,,,,,,,,,,,,,,,,,,,,,TIC-177309964-61-SPOC-120,TIC-177309964-62-SPOC-120,TIC-177309964-63-SPOC-120,TIC-177309964-64-SPOC-120,TIC-177309964-65-SPOC-120,TIC-177309964-66-SPOC-120,TIC-177309964-67-SPOC-120,TIC-177309964-68-SPOC-120,TIC-177309964-69-SPOC-120,,,,,,,,,,,,,,,,,,TIC-177309964-87-SPOC-120,TIC-177309964-88-SPOC-120,TIC-177309964-89-SPOC-120,TIC-177309964-90-SPOC-120,,,TIC-177309964-93-SPOC-120,TIC-177309964-94-SPOC-120,TIC-177309964-95-SPOC-120,TIC-177309964-96-SPOC-120,TIC-177309964-97-FFI-200s,,,,,,,,,,,,,,,,,
106,300651846,5275157967723751936,,0.34416667,,CAR,45,Bouma_2024,Bouma,2024,TIC-300651846-1-FFI-30min,TIC-300651846-2-FFI-30min,TIC-300651846-3-FFI-30min,TIC-300651846-4-FFI-30min,TIC-300651846-5-FFI-30min,TIC-300651846-6-FFI-30min,TIC-300651846-7-FFI-30min,TIC-300651846-8-FFI-30min,TIC-300651846-9-FFI-30min,TIC-300651846-10-FFI-30min,TIC-300651846-11-FFI-30min,TIC-300651846-12-FFI-30min,TIC-300651846-13-FFI-30min,,,,,,,,,,,,,,TIC-300651846-27-FFI-10min,TIC-300651846-28-FFI-10min,TIC-300651846-29-FFI-10min,TIC-300651846-30-FFI-10min,TIC-300651846-31-FFI-10min,TIC-300651846-32-SPOC-120,TIC-300651846-33-SPOC-120,TIC-300651846-34-SPOC-120,TIC-300651846-35-SPOC-120,TIC-300651846-36-SPOC-120,TIC-300651846-37-SPOC-120,TIC-300651846-38-SPOC-120,TIC-300651846-39-SPOC-120,,,,,,,,,,,,,,,,,,,,,,TIC-300651846-61-SPOC-120,TIC-300651846-62-SPOC-120,TIC-300651846-63-SPOC-120,TIC-300651846-64-SPOC-120,TIC-300651846-65-SPOC-120,TIC-300651846-66-SPOC-120,,TIC-300651846-68-SPOC-120,TIC-300651846-69-SPOC-120,,,,,,,,,,,,,,,,,,TIC-300651846-87-SPOC-120,TIC-300651846-88-SPOC-120,TIC-300651846-89-SPOC-120,TIC-300651846-90-FFI-200s,,,TIC-300651846-93-SPOC-120,TIC-300651846-94-FFI-200s,TIC-300651846-95-SPOC-120,TIC-300651846-96-SPOC-120,TIC-300651846-97-FFI-200s,,,,,,,,,,,,,,,,,
107,264767454,5295268619511701760,,0.41708333,0.85916667,Columba,42,Bouma_2024,Bouma,2024,,,,,,,,TIC-264767454-8-SPOC-120,TIC-264767454-9-SPOC-120,TIC-264767454-10-SPOC-120,,,,,,,,,,,,,,,,,TIC-264767454-27-FFI-10min,,,,,,,TIC-264767454-34-SPOC-120,TIC-264767454-35-SPOC-120,TIC-264767454-36-SPOC-120,TIC-264767454-37-SPOC-120,,,,,,,,,,,,,,,,,,,,,,,,TIC-264767454-61-FFI-200s,TIC-264767454-62-FFI-200s,TIC-264767454-63-FFI-200s,,,,TIC-264767454-67-FFI-200s,,,,,,,,,,,,,,,,,,,,TIC-264767454-87-FFI-200s,TIC-264767454-88-SPOC-120,TIC-264767454-89-SPOC-120,TIC-264767454-90-SPOC-120,,,,,,,TIC-264767454-97-FFI-200s,,,,,,,,,,,,,,,,,
108,89463560,5314298588812179328,,0.39291667,0.32333333,Argus,45,Bouma_2024,Bouma,2024,,,,,,,,TIC-89463560-8-SPOC-120,TIC-89463560-9-SPOC-120,TIC-89463560-10-SPOC-120,,,,,,,,,,,,,,,,,,,,,,,,,TIC-89463560-35-SPOC-120,TIC-89463560-36-SPOC-120,TIC-89463560-37-SPOC-120,,,,,,,,,,,,,,,,,,,,,,,,TIC-89463560-61-SPOC-120,TIC-89463560-62-SPOC-120,TIC-89463560-63-SPOC-120,TIC-89463560-64-SPOC-120,,,,,,,,,,,,,,,,,,,,,,,,TIC-89463560-88-FFI-200s,TIC-89463560-89-SPOC-120,TIC-89463560-90-SPOC-120,,,,,,,,,,,,,,,,,,,,,,,,
109,94088626,5368673630700201984,,0.275,,Argus,45,Bouma_2024,Bouma,2024,,,,,,,,,,TIC-94088626-10-SPOC-120,,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-94088626-37-FFI-10min,,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-94088626-64-FFI-200s,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-94088626-90-SPOC-120,,,,,,,,,,,,,,,,,,,,,,,,
110,294328887,5485498390406148736,,0.35458333,,Carina near moving group,200,Bouma_2024,Bouma,2024,TIC-294328887-1-FFI-30min,TIC-294328887-2-FFI-30min,TIC-294328887-3-FFI-30min,TIC-294328887-4-FFI-30min,TIC-294328887-5-SPOC-120,TIC-294328887-6-FFI-30min,TIC-294328887-7-FFI-30min,TIC-294328887-8-FFI-30min,TIC-294328887-9-FFI-30min,TIC-294328887-10-FFI-30min,TIC-294328887-11-FFI-30min,TIC-294328887-12-FFI-30min,TIC-294328887-13-FFI-30min,,,,,,,,,,,,,,TIC-294328887-27-FFI-10min,TIC-294328887-28-FFI-10min,TIC-294328887-29-FFI-10min,TIC-294328887-30-FFI-10min,TIC-294328887-31-FFI-10min,TIC-294328887-32-SPOC-120,TIC-294328887-33-SPOC-120,TIC-294328887-34-SPOC-120,TIC-294328887-35-SPOC-120,TIC-294328887-36-SPOC-120,TIC-294328887-37-SPOC-120,TIC-294328887-38-SPOC-120,TIC-294328887-39-SPOC-120,,,,,,,,,,,,,,,,,,,,,,TIC-294328887-61-FFI-200s,TIC-294328887-62-FFI-200s,TIC-294328887-63-FFI-200s,TIC-294328887-64-FFI-200s,TIC-294328887-65-FFI-200s,TIC-294328887-66-FFI-200s,TIC-294328887-67-FFI-200s,TIC-294328887-68-FFI-200s,TIC-294328887-69-FFI-200s,,,,,,,,,,,,,,,,,,TIC-294328887-87-SPOC-120,TIC-294328887-88-SPOC-120,TIC-294328887-89-SPOC-120,TIC-294328887-90-SPOC-120,,,TIC-294328887-93-SPOC-120,TIC-294328887-94-SPOC-120,TIC-294328887-95-SPOC-120,TIC-294328887-96-SPOC-120,TIC-294328887-97-FFI-200s,,,,,,,,,,,,,,,,,
111,363963079,5506029021277336576,,0.32583333,0.30875,Argus,45,Bouma_2024,Bouma,2024,,,,,,,TIC-363963079-7-SPOC-120,TIC-363963079-8-SPOC-120,,,,,,,,,,,,,,,,,,,,,,,,,TIC-363963079-33-SPOC-120,TIC-363963079-34-SPOC-120,TIC-363963079-35-SPOC-120,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-363963079-61-FFI-200s,TIC-363963079-62-FFI-200s,,,,,,,,,,,,,,,,,,,,,,,,,TIC-363963079-87-SPOC-120,TIC-363963079-88-FFI-200s,TIC-363963079-89-SPOC-120,,,,,,,,,,,,,,,,,,,,,,,,,
112,402980664,565706429072383232,,0.77333333,,Columba,42,Bouma_2024,Bouma,2024,,,,,,,,,,,,,,,,,,TIC-402980664-18-SPOC-120,TIC-402980664-19-SPOC-120,,,,,,TIC-402980664-25-SPOC-120,TIC-402980664-26-SPOC-120,,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-402980664-53-SPOC-120,,,,,TIC-402980664-58-SPOC-120,TIC-402980664-59-SPOC-120,,,,,,,,,,,,,,TIC-402980664-73-SPOC-120,,,,,TIC-402980664-78-SPOC-120,TIC-402980664-79-SPOC-120,,,,,,TIC-402980664-85-SPOC-120,TIC-402980664-86-SPOC-120,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,359892714,5841324542416019712,,0.47208333,,Epsilon Chamaeleontis,3.7,Bouma_2024,Bouma,2024,,,,,,,,,,,TIC-359892714-11-SPOC-120,TIC-359892714-12-SPOC-120,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-359892714-38-SPOC-120,TIC-359892714-39-SPOC-120,,,,,,,,,,,,,,,,,,,,,,,,,TIC-359892714-64-SPOC-120,TIC-359892714-65-SPOC-120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,335598085,5857065971210881408,,0.66041667,0.7475,Lower Centaurus-Crux,16,Stauffer_2021,Stauffer,2021,,,,,,,,,,,TIC-335598085-11-SPOC-120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-335598085-64-SPOC-120,TIC-335598085-65-SPOC-120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,442571495,6016421494262600960,,0.39958333,0.57583333,Upper Centaurus-Lupus,16,Bouma_2024,Bouma,2024,,,,,,,,,,,,TIC-442571495-12-SPOC-120,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-442571495-38-SPOC-120,,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-442571495-65-FFI-200s,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-442571495-91-FFI-200s,,,,,,,,,,,,,,,,,,,,,,,
116,67897871,6041816502013814400,202724025,0.25958333,0.2795,Upper Scorpius,10,Stauffer_2017,Stauffer,2017,,,,,,,,,,,,TIC-67897871-12-SPOC-120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-67897871-65-FFI-200s,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-67897871-91-SPOC-120,,,,,,,,,,EPIC-202724025-2-EVEREST-1800,,,,,,,,,,,,,
117,405754448,6056695059045701120,,0.5386,5.6,Lower Centaurus-Crux,16,Rebull_2022,Rebull,2022,,,,,,,,,,,TIC-405754448-11-SPOC-120,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-405754448-37-SPOC-120,TIC-405754448-38-SPOC-120,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-405754448-64-FFI-200s,TIC-405754448-65-FFI-200s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,405910546,6061362107917642240,,1.58291667,,Lower Centaurus-Crux,16,Bouma_2024,Bouma,2024,,,,,,,,,,,TIC-405910546-11-FFI-30min,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-405910546-37-SPOC-120,TIC-405910546-38-SPOC-120,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-405910546-64-FFI-200s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,404144841,6081328723666902912,,0.4475,,TW Hydrae association,10,Bouma_2024,Bouma,2024,,,,,,,,,,,TIC-404144841-11-SPOC-120,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-404144841-37-SPOC-120,TIC-404144841-38-SPOC-120,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-404144841-64-SPOC-120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,312410638,6090854651891034496,,1.1673,,Upper Centaurus-Lupus,16,Rebull_2022,Rebull,2022,,,,,,,,,,,TIC-312410638-11-FFI-30min,,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-312410638-38-SPOC-120,,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-312410638-65-FFI-200s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,167664935,6104139604209342464,,0.58541667,0.44625,Upper Centaurus-Lupus,16,Bouma_2024,Bouma,2024,,,,,,,,,,,TIC-167664935-11-FFI-30min,,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-167664935-38-SPOC-120,,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-167664935-65-FFI-200s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,89026133,6205993722841260032,,0.46666667,1.15958333,Upper Centaurus-Lupus,16,Stauffer_2021,Stauffer,2021,,,,,,,,,,,TIC-89026133-11-FFI-30min,,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-89026133-38-SPOC-120,,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-89026133-65-FFI-200s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,272248916,6207141200664109184,,0.37083333,2.1125,Upper Centaurus-Lupus,16,Bouma_2024,Bouma,2024,,,,,,,,,,,TIC-272248916-11-SPOC-120,,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-272248916-38-SPOC-120,,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-272248916-65-FFI-200s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,440725886,63661521387693824,,0.16333333,,Pleiades,112,Bouma_2024,Bouma,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-440725886-42-SPOC-120,TIC-440725886-43-SPOC-120,TIC-440725886-44-SPOC-120,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-440725886-70-SPOC-120,TIC-440725886-71-SPOC-120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,234295610,6485423779719878016,,0.76208333,,Tucana-Horologium,40,Zhan_2019,Zhan,2019,TIC-234295610-1-SPOC-120,,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-234295610-28-SPOC-120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-234295610-68-FFI-200s,,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-234295610-95-SPOC-120,,,,,,,,,,,,,,,,,,,
126,224283342,6534521406305916928,,0.8875,,Columba,42,Zhan_2019,Zhan,2019,,TIC-224283342-2-SPOC-120,,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-224283342-29-SPOC-120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-224283342-69-SPOC-120,,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-224283342-96-SPOC-120,,,,,,,,,,,,,,,,,,
127,289840926,6801191424589717888,,0.2,0.65166667,Beta Pic moving group,24,Guenther_2022,Guenther,2022,TIC-289840926-1-SPOC-120,,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-289840926-28-SPOC-120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-289840926-68-FFI-200s,,,,,,,,,,,,,,,,,,,,,,,,TIC-289840926-92-SPOC-120,,,TIC-289840926-95-SPOC-120,,,,,,,,,,,,,,,,,,,
128,141146667,860453786736413568,,0.16375,,Field,,Bouma_2024,Bouma,2024,,,,,,,,,,,,,,TIC-141146667-14-FFI-30min,TIC-141146667-15-FFI-30min,,,,,,TIC-141146667-21-FFI-30min,,,,,,,,,,,,,,,,,,,,TIC-141146667-41-SPOC-120,,,,,,,TIC-141146667-48-SPOC-120,,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-141146667-75-SPOC-120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,12779416,,204364515,1.456,3.0863,Upper Scorpius,10,Stauffer_2017,Stauffer,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-12779416-91-FFI-200s,,,,,,,,,,EPIC-204364515-2-EVEREST-1800,,,,,,,,,,,,,EPIC-204364515-15-EVEREST-1800
130,68045555,6049821633855485440,203849738,0.619,,Upper Scorpius,10,Stauffer_2017,Stauffer,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-68045555-91-SPOC-120,,,,,,,,,,EPIC-203849738-2-EVEREST-1800,,,,,,,,,,,,,
131,68131578,6049554108931809152,203692610,1.821,,Upper Scorpius,10,Stauffer_2017,Stauffer,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-68131578-91-SPOC-120,,,,,,,,,,EPIC-203692610-2-EVEREST-1800,,,,,,,,,,,,,
132,49165224,6249001841715440512,205374937,0.6345,0.5436,Upper Scorpius,10,Stauffer_2017,Stauffer,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-49165224-91-SPOC-120,,,,,,,,,,EPIC-205374937-2-EVEREST-1800,,,,,,,,,,,,,
133,391993423,6039044255241799808,202873945,0.6258,,Upper Scorpius,10,Stauffer_2017,Stauffer,2017,,,,,,,,,,,,TIC-391993423-12-FFI-30min,,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-391993423-39-FFI-10min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-391993423-91-SPOC-120,,,,,,,,,,EPIC-202873945-2-EVEREST-1800,,,,,,,,,,,,,
134,203444707,6051728977289000064,204296148,0.5314,0.4717,Upper Scorpius,10,Stauffer_2017,Stauffer,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-203444707-91-SPOC-120,,,,,,,,,,EPIC-204296148-2-EVEREST-1800,,,,,,,,,,,,,
135,175597010,6049165500286247040,203962559,1.5402,,Upper Scorpius,10,Stauffer_2017,Stauffer,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-175597010-91-SPOC-120,,,,,,,,,,EPIC-203962559-2-EVEREST-1800,,,,,,,,,,,,,
136,175861088,6049107020011536000,203927435,0.482,0.4162,Upper Scorpius,10,Stauffer_2017,Stauffer,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-175861088-91-SPOC-120,,,,,,,,,,EPIC-203927435-2-EVEREST-1800,,,,,,,,,,,,,
137,49040989,6245669050173377280,205024957,1.6656,,Upper Scorpius,10,Stauffer_2017,Stauffer,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-49040989-91-FFI-200s,,,,,,,,,,EPIC-205024957-2-EVEREST-1800,,,,,,,,,,,,,
138,49040871,,205046529,1.8358,2.5619,Upper Scorpius,10,Stauffer_2017,Stauffer,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-49040871-91-FFI-200s,,,,,,,,,,EPIC-205046529-2-EVEREST-1800,,,,,,,,,,,,,
139,49585759,6050333112920811776,204143627,1.125,,Upper Scorpius,10,Stauffer_2017,Stauffer,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-49585759-91-SPOC-120,,,,,,,,,,EPIC-204143627-2-EVEREST-1800,,,,,,,,,,,,,
140,413551134,4324709330348851968,205483258,5.667,,Upper Scorpius,10,Stauffer_2017,Stauffer,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-413551134-91-SPOC-120,,,,,,,,,,EPIC-205483258-2-EVEREST-1800,,,,,,,,,,,,,
141,220604303,6246938127111232640,204882444,0.3829,,Upper Scorpius,10,Rebull_2018,Rebull,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-220604303-91-SPOC-120,,,,,,,,,,EPIC-204882444-2-EVEREST-1800,,,,,,,,,,,,,
142,280160269,6246710012810366976,204787516,0.4868,,Upper Scorpius,10,Rebull_2018,Rebull,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-280160269-91-FFI-200s,,,,,,,,,,EPIC-204787516-2-EVEREST-1800,,,,,,,,,,,,,
143,12776845,6237180545533200640,204270520,0.5123,,Upper Scorpius,10,Rebull_2018,Rebull,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-12776845-91-SPOC-120,,,,,,,,,,EPIC-204270520-2-EVEREST-1800,,,,,,,,,,,,,EPIC-204270520-15-EVEREST-1800
144,49035618,6243897874380625792,204783273,1.1105,,Upper Scorpius,10,Rebull_2018,Rebull,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-49035618-91-FFI-200s,,,,,,,,,,EPIC-204783273-2-EVEREST-1800,,,,,,,,,,,,,
