pop_id,TIC,gaiadr3_source_id,epic_id,per,per2,group,age_Myr,disco_paper,author,year,Sector 1,Sector 2,Sector 3,Sector 4,Sector 5,Sector 6,Sector 7,Sector 8,Sector 9,Sector 10,Sector 11,Sector 12,Sector 13,Sector 14,Sector 15,Sector 16,Sector 17,Sector 18,Sector 19,Sector 20,Sector 21,Sector 22,Sector 23,Sector 24,Sector 25,Sector 26,Sector 27,Sector 28,Sector 29,Sector 30,Sector 31,Sector 32,Sector 33,Sector 34,Sector 35,Sector 36,Sector 37,Sector 38,Sector 39,Sector 40,Sector 41,Sector 42,Sector 43,Sector 44,Sector 45,Sector 46,Sector 47,Sector 48,Sector 49,Sector 50,Sector 51,Sector 52,Sector 53,Sector 54,Sector 55,Sector 56,Sector 57,Sector 58,Sector 59,Sector 60,Sector 61,Sector 62,Sector 63,Sector 64,Sector 65,Sector 66,Sector 67,Sector 68,Sector 69,Sector 70,Sector 71,Sector 72,Sector 73,Sector 74,Sector 75,Sector 76,Sector 77,Sector 78,Sector 79,Sector 80,Sector 81,Sector 82,Sector 83,Sector 84,Sector 85,Sector 86,Sector 87,Sector 88,Sector 89,Sector 90,Sector 91,Sector 92,Sector 93,Sector 94,Sector 95,Sector 96,Sector 97,Sector 98,Sector 99,Campaign 1,Campaign 2,Campaign 3,Campaign 4,Campaign 5,Campaign 6,Campaign 7,Campaign 8,Campaign 9,Campaign 10,Campaign 11,Campaign 12,Campaign 13,Campaign 14,Campaign 15
145,68167990,6049537169580902272,203645396,0.6287,0.4928,Upper Scorpius,10,Rebull_2018,Rebull,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-68167990-91-FFI-200s,,,,,,,,,,EPIC-203645396-2-EVEREST-1800,,,,,,,,,,,,,
146,49691316,6050308923664895360,204082531,0.6513,0.4256,Upper Scorpius,10,Rebull_2018,Rebull,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-49691316-91-SPOC-120,,,,,,,,,,EPIC-204082531-2-EVEREST-1800,,,,,,,,,,,,,
147,202876323,6051788728874166528,204321142,0.4763,,Upper Scorpius,10,Rebull_2018,Rebull,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-202876323-91-SPOC-120,,,,,,,,,,EPIC-204321142-2-EVEREST-1800,,,,,,,,,,,,,
148,175744495,6050656781651004160,203956650,0.6752,1.5052,Rho Ophiuchi,1,Rebull_2018,Rebull,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-175744495-91-FFI-200s,,,,,,,,,,EPIC-203956650-2-EVEREST-1800,,,,,,,,,,,,,
149,205106701,6044015868868398976,202687442,0.5727,,Upper Scorpius,10,Rebull_2018,Rebull,2018,,,,,,,,,,,,TIC-205106701-12-FFI-30min,,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-205106701-39-FFI-10min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-205106701-91-FFI-200s,,,,,,,,,,EPIC-202687442-2-EVEREST-1800,,,,,,,,,,,,,
150,73217080,4130947859386102016,204884822,0.7983,,Upper Scorpius,10,Rebull_2018,Rebull,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-73217080-91-SPOC-120,,,,,,,,,,EPIC-204884822-2-EVEREST-1800,,,,,,,,,,,,,
151,289840928,6801191355870240768,,0.19916667,,Beta Pic moving group,24,Zhan_2019,Zhan,2019,TIC-289840928-1-SPOC-120,,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-289840928-28-SPOC-120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-289840928-68-SPOC-120,,,,,,,,,,,,,,,,,,,,,,,,TIC-289840928-92-SPOC-120,,,TIC-289840928-95-SPOC-120,,,,,,,,,,,,,,,,,,,
152,92574021,5372980314662466560,,0.7844,,UCL/LCC,16,Rebull_2022,Rebull,2022,,,,,,,,,,TIC-92574021-10-FFI-30min,,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-92574021-37-FFI-10min,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-92574021-63-FFI-200s,TIC-92574021-64-FFI-200s,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-92574021-90-FFI-200s,,,,,,,,,,,,,,,,,,,,,,,,
153,452345586,5336466353837764736,,3.0568,,UCL/LCC,16,Rebull_2022,Rebull,2022,,,,,,,,,,TIC-452345586-10-FFI-30min,TIC-452345586-11-FFI-30min,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-452345586-37-FFI-10min,,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-452345586-64-FFI-200s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,379774242,6053207201993945728,,0.9854,,UCL/LCC,16,Rebull_2022,Rebull,2022,,,,,,,,,,,TIC-379774242-11-FFI-30min,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-379774242-37-FFI-10min,TIC-379774242-38-FFI-10min,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-379774242-64-FFI-200s,TIC-379774242-65-FFI-200s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,310412874,6053682637686389248,,0.4564,,UCL/LCC,16,Rebull_2022,Rebull,2022,,,,,,,,,,,TIC-310412874-11-FFI-30min,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-310412874-37-FFI-10min,TIC-310412874-38-FFI-10min,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-310412874-64-FFI-200s,TIC-310412874-65-FFI-200s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,311447879,5861225840401537152,,0.487,,UCL/LCC,16,Rebull_2022,Rebull,2022,,,,,,,,,,,TIC-311447879-11-FFI-30min,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-311447879-37-FFI-10min,TIC-311447879-38-FFI-10min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,311333943,6053714557884987008,,0.9197,7.6438,UCL/LCC,16,Rebull_2022,Rebull,2022,,,,,,,,,,,TIC-311333943-11-FFI-30min,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-311333943-37-FFI-10min,,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-311333943-64-FFI-200s,TIC-311333943-65-FFI-200s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,450386147,5861250373258628224,,1.625,,UCL/LCC,16,Rebull_2022,Rebull,2022,,,,,,,,,,,TIC-450386147-11-FFI-30min,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-450386147-37-FFI-10min,TIC-450386147-38-FFI-10min,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-450386147-64-FFI-200s,TIC-450386147-65-FFI-200s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,272407484,6074516458849906560,,0.4707,0.4558,UCL/LCC,16,Rebull_2022,Rebull,2022,,,,,,,,,,TIC-272407484-10-SPOC-120,TIC-272407484-11-SPOC-120,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-272407484-37-FFI-10min,TIC-272407484-38-FFI-10min,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-272407484-64-FFI-200s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,412182239,6059728989586223232,,1.2804,,UCL/LCC,16,Rebull_2022,Rebull,2022,,,,,,,,,,,TIC-412182239-11-FFI-30min,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-412182239-37-FFI-10min,TIC-412182239-38-FFI-10min,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-412182239-64-FFI-200s,TIC-412182239-65-FFI-200s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,165912675,6079851151837148928,,0.2273,,UCL/LCC,16,Rebull_2022,Rebull,2022,,,,,,,,,,TIC-165912675-10-FFI-30min,TIC-165912675-11-FFI-30min,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-165912675-37-FFI-10min,,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-165912675-64-FFI-200s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,412376751,6056707218046937728,,0.9418,2.8111,UCL/LCC,16,Rebull_2022,Rebull,2022,,,,,,,,,,,TIC-412376751-11-FFI-30min,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-412376751-37-FFI-10min,TIC-412376751-38-FFI-10min,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-412376751-64-FFI-200s,TIC-412376751-65-FFI-200s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,412376096,6056702824347469568,,0.7504,,UCL/LCC,16,Rebull_2022,Rebull,2022,,,,,,,,,,,TIC-412376096-11-FFI-30min,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-412376096-37-FFI-10min,TIC-412376096-38-FFI-10min,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-412376096-64-FFI-200s,TIC-412376096-65-FFI-200s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,258583707,6086566762700232960,,0.3142,8.7565,UCL/LCC,16,Rebull_2022,Rebull,2022,,,,,,,,,,,TIC-258583707-11-FFI-30min,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-258583707-37-FFI-10min,,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-258583707-64-FFI-200s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,438709950,6083662127885920512,,1.0214,,UCL/LCC,16,Rebull_2022,Rebull,2022,,,,,,,,,,,TIC-438709950-11-FFI-30min,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-438709950-37-FFI-10min,TIC-438709950-38-FFI-10min,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-438709950-64-FFI-200s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,241375625,6069546666301995136,,0.5183,0.5606,UCL/LCC,16,Rebull_2022,Rebull,2022,,,,,,,,,,,TIC-241375625-11-FFI-30min,,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-241375625-38-FFI-10min,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-241375625-64-FFI-200s,TIC-241375625-65-FFI-200s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,179368022,6117335633532511488,,0.1933,0.3857,UCL/LCC,16,Rebull_2022,Rebull,2022,,,,,,,,,,,TIC-179368022-11-FFI-30min,,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-179368022-38-FFI-10min,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-179368022-64-FFI-200s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,241841997,6104539001808460928,,0.1545,0.4224,UCL/LCC,16,Rebull_2022,Rebull,2022,,,,,,,,,,,TIC-241841997-11-FFI-30min,,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-241841997-38-FFI-10min,,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-241841997-65-FFI-200s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,334325329,5906896357885973760,,1.3106,0.4346,UCL/LCC,16,Rebull_2022,Rebull,2022,,,,,,,,,,,TIC-334325329-11-FFI-30min,,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-334325329-38-FFI-10min,,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-334325329-65-SPOC-120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,334838280,5907453810283014656,,1.3868,1.5172,UCL/LCC,16,Rebull_2022,Rebull,2022,,,,,,,,,,,TIC-334838280-11-FFI-30min,,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-334838280-38-FFI-10min,,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-334838280-65-FFI-200s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,366178112,5907570633391708800,,0.3646,0.1216,UCL/LCC,16,Rebull_2022,Rebull,2022,,,,,,,,,,,TIC-366178112-11-FFI-30min,,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-366178112-38-FFI-10min,,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-366178112-65-SPOC-120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,160539036,5907508197444116096,,0.6462,0.6026,UCL/LCC,16,Rebull_2022,Rebull,2022,,,,,,,,,,,TIC-160539036-11-FFI-30min,,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-160539036-38-FFI-10min,,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-160539036-65-FFI-200s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,140765939,6003464844942163584,,0.8952,,UCL/LCC,16,Rebull_2022,Rebull,2022,,,,,,,,,,,TIC-140765939-11-FFI-30min,,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-140765939-38-FFI-10min,,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-140765939-65-FFI-200s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,76698847,6207532832961460608,,0.7473,,UCL/LCC,16,Rebull_2022,Rebull,2022,,,,,,,,,,,TIC-76698847-11-FFI-30min,,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-76698847-38-FFI-10min,,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-76698847-65-FFI-200s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,173267960,6002137188957931008,,0.6336,0.1962,UCL/LCC,16,Rebull_2022,Rebull,2022,,,,,,,,,,,,TIC-173267960-12-FFI-30min,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-173267960-38-FFI-10min,,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-173267960-65-FFI-200s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,179357494,5995830115391559424,,0.4067,0.0814,UCL/LCC,16,Rebull_2022,Rebull,2022,,,,,,,,,,,,TIC-179357494-12-FFI-30min,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-179357494-38-FFI-10min,,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-179357494-65-FFI-200s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,442575691,6016521378023539456,,0.4291,0.4145,UCL/LCC,16,Rebull_2022,Rebull,2022,,,,,,,,,,,,TIC-442575691-12-FFI-30min,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-442575691-38-FFI-10min,,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-442575691-65-FFI-200s,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-442575691-91-FFI-200s,,,,,,,,,,,,,,,,,,,,,,,
178,84187344,5969054327225266688,,3.9769,0.1817,UCL/LCC,16,Rebull_2022,Rebull,2022,,,,,,,,,,,,TIC-84187344-12-FFI-30min,,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-84187344-39-FFI-10min,,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-84187344-66-FFI-200s,,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-84187344-93-FFI-200s,,,,,,,,,,,,,,,,,,,,,
179,85125492,5969505470595968000,,0.7574,,UCL/LCC,16,Rebull_2022,Rebull,2022,,,,,,,,,,,,TIC-85125492-12-FFI-30min,,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-85125492-39-FFI-10min,,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-85125492-66-FFI-200s,,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-85125492-93-SPOC-120,,,,,,,,,,,,,,,,,,,,,
180,85356121,6019068396739406848,,1.4422,0.1488,UCL/LCC,16,Rebull_2022,Rebull,2022,,,,,,,,,,,,TIC-85356121-12-FFI-30min,,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-85356121-39-FFI-10min,,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-85356121-66-FFI-200s,,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-85356121-93-FFI-200s,,,,,,,,,,,,,,,,,,,,,
181,97239026,6027177088840456448,,0.2633,,UCL/LCC,16,Rebull_2022,Rebull,2022,,,,,,,,,,,,TIC-97239026-12-FFI-30min,,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-97239026-39-FFI-10min,,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-97239026-66-FFI-200s,,,,,,,,,,,,,,,,,,,,,,,,,TIC-97239026-91-SPOC-120,,TIC-97239026-93-SPOC-120,,,,,,,,,,,,,,,,,,,,,
182,337243787,5971281937775791360,,0.6297,0.4278,UCL/LCC,16,Rebull_2022,Rebull,2022,,,,,,,,,,,,TIC-337243787-12-FFI-30min,,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-337243787-39-FFI-10min,,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-337243787-66-FFI-200s,,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-337243787-93-SPOC-120,,,,,,,,,,,,,,,,,,,,,
183,65347864,5070527824315406976,,0.32008,,Tucana-Horologium,40,Popinchalk_2023,Popinchalk,2023,,,TIC-65347864-3-SPOC-120,TIC-65347864-4-SPOC-120,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-65347864-30-FFI-10min,TIC-65347864-31-FFI-10min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-65347864-97-FFI-200s,,,,,,,,,,,,,,,,,
197,160329609,2886233695250041216,,1.01291667,,Argus,45,Bouma_2024,Bouma,2024,,,,,,TIC-160329609-6-SPOC-120,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-160329609-32-SPOC-120,TIC-160329609-33-SPOC-120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-160329609-87-SPOC-120,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,148646689,6007250261617947776,,0.44291667,0.55708333,Upper Centaurus-Lupus,16,Bouma_2024,Bouma,2024,,,,,,,,,,,TIC-148646689-11-SPOC-120,,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-148646689-38-SPOC-120,,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-148646689-65-FFI-200s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,245834739,3309335218545766784,,0.43625,0.41083333,Taurus,2,Bouma_2024,Bouma,2024,,,,,TIC-245834739-5-FFI-30min,,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-245834739-32-FFI-10min,,,,,,,,,,,TIC-245834739-43-SPOC-120,TIC-245834739-44-SPOC-120,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-245834739-70-SPOC-120,TIC-245834739-71-SPOC-120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,125843782,151499478104075008,248131102,1.84041667,,Taurus,2,Bouma_2024,Bouma,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-125843782-43-SPOC-120,TIC-125843782-44-SPOC-120,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-125843782-70-SPOC-120,TIC-125843782-71-SPOC-120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EPIC-248131102-13-EVEREST-1800,,
201,244161191,2431769083806305152,60019763,0.29875,0.34958333,Columba,42,Bouma_2024,Bouma,2024,,,TIC-244161191-3-SPOC-120,,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-244161191-30-SPOC-120,,,,,,,,,,,,TIC-244161191-42-FFI-10min,,,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-244161191-70-SPOC-120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,231058925,4719413251435732608,,0.36958333,,Tucana-Horologium,40,Bouma_2024,Bouma,2024,,TIC-231058925-2-SPOC-120,TIC-231058925-3-SPOC-120,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-231058925-29-SPOC-120,TIC-231058925-30-SPOC-120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-231058925-69-SPOC-120,,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-231058925-96-SPOC-120,,,,,,,,,,,,,,,,,,
203,301676454,3795298673460008064,,0.3825,,Argus,45,Bouma_2024,Bouma,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-301676454-46-SPOC-120,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-301676454-72-FFI-200s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,58084670,2034818379464853376,,0.465,,Field,,Bouma_2024,Bouma,2024,,,,,,,,,,,,,,TIC-58084670-14-FFI-30min,,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-58084670-41-SPOC-120,,,,,,,,,,,,,TIC-58084670-54-SPOC-120,TIC-58084670-55-SPOC-120,,,,,,,,,,,,,,,,,,,TIC-58084670-74-SPOC-120,TIC-58084670-75-SPOC-120,,,,,,TIC-58084670-81-SPOC-120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,67745212,3191994547355916288,,0.21333333,,Columba,42,Bouma_2024,Bouma,2024,,,,,TIC-67745212-5-FFI-30min,,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-67745212-32-SPOC-120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,5714469,3493814268751183744,,0.43125,,Upper Centaurus-Lupus,16,Bouma_2024,Bouma,2024,,,,,,,,,,TIC-5714469-10-SPOC-120,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-5714469-36-FFI-10min,,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-5714469-63-FFI-200s,,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-5714469-90-SPOC-120,,,,,,,,,,,,,,,,,,,,,,,,
207,259586708,4784133288986121728,,0.93833333,,Columba,42,Bouma_2024,Bouma,2024,,,TIC-259586708-3-SPOC-120,TIC-259586708-4-SPOC-120,TIC-259586708-5-SPOC-120,TIC-259586708-6-SPOC-120,,,,,,,,,,,,,,,,,,,,,,,,TIC-259586708-30-SPOC-120,TIC-259586708-31-SPOC-120,TIC-259586708-32-SPOC-120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-259586708-97-FFI-200s,,,,,,,,,,,,,,,,,
208,245902096,3309889784723415168,246776923,0.6375,0.5551,Taurus Foreground,30,Rebull_2020,Rebull,2020,,,,,TIC-245902096-5-FFI-30min,,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-245902096-32-FFI-10min,,,,,,,,,,,TIC-245902096-43-SPOC-120,TIC-245902096-44-SPOC-120,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-245902096-70-FFI-200s,TIC-245902096-71-FFI-200s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EPIC-246776923-13-EVEREST-1800,,
209,245874053,,246938594,1.0839,,Taurus,2,Rebull_2020,Rebull,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-245874053-43-SPOC-120,TIC-245874053-44-SPOC-120,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-245874053-70-SPOC-120,TIC-245874053-71-SPOC-120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EPIC-246938594-13-EVEREST-1800,,
210,245868207,3313414750283302400,246969828,1.0063,1.2995,Taurus,2,Rebull_2020,Rebull,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-245868207-43-SPOC-120,TIC-245868207-44-SPOC-120,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-245868207-70-SPOC-120,TIC-245868207-71-SPOC-120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EPIC-246969828-13-EVEREST-1800,,
211,268324578,147799209159857280,247794636,1.7211,2.6225,Taurus,2,Rebull_2020,Rebull,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-268324578-43-SPOC-120,TIC-268324578-44-SPOC-120,,,,,,,,,,,,,,,,,,,,,,,,,,TIC-268324578-70-FFI-200s,TIC-268324578-71-FFI-200s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EPIC-247794636-13-EVEREST-1800,,